,position,x,x+n,y,y+n,lon,lat,m_shoreline,m_transect,x_avg,y_avg,c_shoreline,c_transect,delta_y,delta_x,x_new,y_new,intersect_distance,transect_angle,avg_slope_change,shoreline_direction,year1,year2,island,proxy,id,square,prev_intersect_distance,previous
127,94,2496923.1438425407,2496977.041528084,-729373.9281454332,-729318.2650008537,-97.22121592340505,-71.24805763647836,1.0327557485733618,-0.9682831602548713,2496950.092685312,-729346.0965731435,-3308085.658694688,1688408.6301708843,695.6221828090858,718.4078081312333,2496231.684877181,-728650.4743903344,-10.542109661621646,-44.07681789391796,32.695121540524916,314.07681789391796,2002.375,2003.0416666666667,Nanumea,WM,1,531986327058.29956,0.0,0.0
146,113,2496557.8233703035,2496548.424234819,-728082.7414636743,-728005.1843617143,-97.24984885317348,-71.25489126457533,-8.251514417375246,0.12118987490275678,2496553.1238025613,-728043.9629126943,19872300.131887347,-1030600.9236744134,120.30960254757444,992.7364199699962,2495560.387382591,-728164.2725152419,-2.5314552938638792,6.9099709520788615,-31.513919051662235,263.0900290479211,2002.375,2003.0416666666667,Nanumea,WM,1,530104478417.25964,0.0,0.0
131,98,2497042.0827363483,2497014.37215625,-729098.2269515253,-729024.6555224475,-97.22918473780588,-71.24794363804868,-2.6549941869280187,0.3766486589400249,2497028.227446299,-729061.4412369864,5900533.987228111,-1669563.7744400227,352.4757104682774,935.8209623265997,2496092.4064839724,-729413.9169474547,-6.070216625070982,20.638815596229517,25.011070652217605,249.3611844037705,2002.375,2003.0416666666667,Nanumea,WM,1,531584224543.8579,0.0,0.0
132,99,2497014.37215625,2496987.806701664,-729024.6555224475,-728951.2116631048,-97.23075080720923,-71.24838815578728,-2.764637778176022,0.3617110378415479,2497001.0894289566,-728987.9335927762,6174315.610389201,-1632180.7891416,340.1434911670213,940.3735456810291,2496060.7158832755,-729328.0770839432,-6.121437622328398,19.885616565507856,7.239231433957975,250.11438343449214,2002.375,2003.0416666666667,Nanumea,WM,1,531476948359.6233,0.0,0.0
133,100,2496987.806701664,2496941.733627056,-728951.2116631048,-728888.374549117,-97.23232458058052,-71.2488231228439,-1.3638576223152714,0.7332143646361046,2496964.77016436,-728919.793106111,2676584.641335251,-2559730.230580909,591.3012715720529,806.4507463182567,2496158.3194180415,-729511.094377683,-2.4649765834061617,36.24940485313722,-14.569159602833297,233.7505951468628,2002.375,2003.0416666666667,Nanumea,WM,1,531369868985.10864,0.0,0.0
134,101,2496941.733627056,2496928.027183671,-728888.374549117,-728812.4877074122,-97.23345109173202,-71.24938178425386,-5.536581560555605,0.18061686422617215,2496934.8804053636,-728850.4311282646,13095633.185632184,-1179838.9794040336,177.7409578734057,984.0773099173887,2495950.8030954464,-729028.172086138,-1.2058804450500435,10.238204554402747,-4.886580895608723,259.7617954455973,2002.375,2003.0416666666667,Nanumea,WM,1,531278262552.85394,0.0,0.0
135,102,2496928.027183671,2496939.715060867,-728812.4877074122,-728734.2776599171,-97.23520690509241,-71.24972138691881,6.691552810172091,-0.14944214420304072,2496933.871122269,-728773.3826836647,-17437138.24480576,-355626.23104995384,147.8008426370513,989.0171438937637,2495944.853978375,-728625.5818410276,0.9295652677503052,-8.499503609435322,-8.2854286170118,278.49950360943535,2002.375,2003.0416666666667,Nanumea,WM,1,531167642238.2669,0.0,0.0
136,103,2496939.715060867,2496926.0786150005,-728734.2776599171,-728657.8193597231,-97.23725982531062,-71.24986510454329,-5.606908203421026,0.1783514128855998,2496932.896837934,-728696.0485098201,13271377.494162617,-1174027.5585413992,175.58073011660565,984.4650360534495,2495948.4318018802,-728871.6292399367,-7.612078471009853,10.112454774289924,11.59793511976315,259.8875452257101,2002.375,2003.0416666666667,Nanumea,WM,1,531053647436.5212,0.0,0.0
137,104,2496926.0786150005,2496899.8389931093,-728657.8193597231,-728584.4483893849,-97.2390306120349,-71.250205840484,-2.7961900763101935,0.3576294789371342,2496912.958804055,-728621.133874554,6253222.102943667,-1621590.8142830264,336.74273441162023,941.5966922313315,2495971.3621118236,-728957.8766089656,-7.158554880256626,19.678547619114685,22.69239511897387,250.32145238088532,2002.375,2003.0416666666667,Nanumea,WM,1,530942217714.0669,0.0,0.0
138,105,2496899.8389931093,2496857.0729971966,-728584.4483893849,-728519.6742080718,-97.24060600714567,-71.25063790669546,-1.5146187977315178,0.6602321333247183,2496878.4559951527,-728552.0612987283,3053266.983802378,-2377071.450952937,550.9771412118396,834.5203351998251,2496043.935659953,-729103.0384399402,-0.14220481414797806,33.43407479392929,7.651015101489933,236.5659252060707,2002.375,2003.0416666666667,Nanumea,WM,1,530835298434.86426,0.0,0.0
139,106,2496857.0729971966,2496812.4804718294,-728519.6742080718,-728460.2507652167,-97.24181218146474,-71.25117595970627,-1.3325875214703822,0.7504197539660256,2496834.776734513,-728489.9624866443,2598760.9041630556,-2602164.101337574,600.2148490883683,799.8388180963882,2496034.9379164167,-729090.1773357326,-9.36223893030261,36.88528662850513,0.5719386574887366,233.11471337149487,2002.375,2003.0416666666667,Nanumea,WM,1,530740915708.23505,0.0,0.0
140,107,2496812.4804718294,2496778.604942201,-728460.2507652167,-728388.9555884289,-97.24286828479796,-71.25171238375748,-2.1046217600187203,0.4751447594987829,2496795.5427070153,-728424.6031768228,4526385.626322111,-1914763.9208339807,429.1634923815713,903.2268246718833,2495892.3158823433,-728853.7666692043,-3.665890231911804,25.414484977271854,5.9394200416533875,244.58551502272815,2002.375,2003.0416666666667,Nanumea,WM,1,530654336944.9223,0.0,0.0
141,108,2496778.604942201,2496750.509558919,-728388.9555884289,-728315.0810819138,-97.24432038712072,-71.25219914191835,-2.629417999849149,0.38031229726782523,2496764.5572505603,-728352.0183351713,5836685.649884843,-1677902.2828400163,355.4728156256477,934.6866198631359,2495829.8706306973,-728707.4911507969,-2.9457265960507812,20.82242493409747,3.8989891711308893,249.17757506590254,2002.375,2003.0416666666667,Nanumea,WM,1,530550470623.2022,0.0,0.0
142,109,2496750.509558919,2496697.4949704087,-728315.0810819138,-728262.642420967,-97.24589111520837,-71.25264751539495,-0.9891364324510299,1.0109828808166035,2496724.0022646636,-728288.8617514404,1741311.810663486,-3252434.08616493,710.9580059957389,703.234465673123,2496020.7677989905,-728999.8197574362,2.297303714768146,45.31291487723398,12.68766828885211,224.687085122766,2002.375,2003.0416666666667,Nanumea,WM,1,530442857331.3547,0.0,0.0
143,110,2496697.4949704087,2496642.9204712,-728262.642420967,-728207.4611782501,-97.24669453243901,-71.2532300518697,-1.011117710958357,0.9890045334604818,2496670.207720804,-728235.0517996086,1796192.4136489762,-3197453.205791206,703.1870615323107,711.0048920320831,2495959.202828772,-728938.2388611409,-4.446757804110935,44.68326497077104,-1.491571085455634,225.31673502922894,2002.375,2003.0416666666667,Nanumea,WM,1,530366476345.96924,0.0,0.0
144,111,2496642.9204712,2496581.952772664,-728207.4611782501,-728157.7190989881,-97.24755145449716,-71.25383336108617,-0.8158759549167567,1.225676518560998,2496612.436621932,-728182.5901386191,1308743.4656473503,-3788221.829653478,774.8321981280216,632.1669595479491,2495980.269662384,-728957.422336747,-3.2213991235076764,50.78982155497872,-19.20147196257623,219.21017844502128,2002.375,2003.0416666666667,Nanumea,WM,1,530286106515.67267,0.0,0.0
147,114,2496548.424234819,2496568.82731287,-728005.1843617143,-727928.5977391365,-97.25168760547866,-71.25520133738303,3.753679831395394,-0.26640524629620843,2496558.6257738443,-727966.8910504254,-10099248.652513906,-62870.57545822067,257.42680373966806,966.2978012581723,2495592.3279725863,-727709.4642466857,-10.163690655615218,-14.917432393214328,-9.754832786384608,284.9174323932143,2002.375,2003.0416666666667,Nanumea,WM,1,529991548457.5336,0.0,0.0
128,95,2496977.041528084,2497017.922892463,-729318.2650008537,-729251.7759853015,-97.22310662255055,-71.24779588799036,1.6263893478624298,-0.6148589212750957,2496997.4822102734,-729285.0204930776,-4790375.127199173,806016.1578453609,523.772576216653,851.858138661227,2496145.624071612,-728761.247916861,-4.721677186973589,-31.585650385586813,25.25483770099612,301.5856503855868,2002.375,2003.0416666666667,Nanumea,WM,1,531905131663.85547,0.0,0.0
129,96,2497017.922892463,2497036.238210233,-729251.7759853015,-729177.0559004782,-97.22514339938577,-71.24767095366255,4.0796499280894825,-0.2451190709072198,2497027.0805513477,-729214.4159428899,-10916210.765551686,-117145.45792797604,238.07132732710502,971.2476734101917,2496055.8328779377,-728976.3446155628,3.541381428844143,-13.7727364512935,32.35781674507203,283.7727364512935,2002.375,2003.0416666666667,Nanumea,WM,1,531808152777.7163,0.0,0.0
145,112,2496581.952772664,2496557.8233703035,-728157.7190989881,-728082.7414636743,-97.24821304558742,-71.25447127598807,-3.1073142299108625,0.3218213305799737,2496569.888071484,-728120.2302813312,7029506.90889016,-1531569.6735463922,306.3480258830228,951.9195801314179,2495617.9684913526,-728426.5783072142,1.9913989051022893,17.839282763183025,-29.80034868199436,252.160717236817,2002.375,2003.0416666666667,Nanumea,WM,1,530213663883.44086,0.0,0.0
84,43,2496328.6758881183,2496292.763091637,-729044.6040907418,-728974.1999339745,-97.2237894095553,-71.2538063090399,-1.9604197852857497,0.5100948314772494,2496310.7194898776,-729009.4020123582,4164807.5226965025,-2002364.5977853986,454.3931206332634,890.8012639871839,2495419.9182258905,-729463.7951329914,11.821405581654528,27.025893340138968,4.725111588959758,242.97410665986104,2002.375,2003.0416666666667,Nanumea,WM,1,531506034753.8265,0.0,0.0
123,90,2496696.008096926,2496729.033134525,-729306.6702552941,-729378.7804659948,-97.22074416632505,-71.25007639454296,-2.183501244594715,0.4579800457982393,2496712.520615726,-729342.7253606445,4722232.170799,-1872787.239897272,416.38924991712366,909.1864454298992,2497621.7070611557,-728926.3361107274,-8.206475003970729,24.60683467763062,34.89160420385642,65.39316532236938,2002.375,2003.0416666666667,Nanumea,WM,1,531888219278.86426,0.0,0.0
82,41,2496403.814004417,2496365.696738132,-729182.1099592776,-729113.5963605489,-97.22108209923037,-71.25278881999621,-1.7974426134340762,0.5563459954303995,2496384.7553712744,-729147.8531599132,3757960.4856716176,-2118001.5148642194,486.17066986817014,873.8638794228394,2495510.891491852,-729634.0238297813,16.678299539968314,29.08920001753508,-2.0819381089721665,240.91079998246494,2002.375,2003.0416666666667,Nanumea,WM,1,531706549484.66394,0.0,0.0
25,159,2497299.4955169647,2497320.358432023,-728931.4130906707,-729008.0292101506,-97.23575393158272,-71.24639272864452,-3.6723592684105895,0.2723045124157484,2497309.926974494,-728969.7211504106,8442049.535268145,-1408998.4831662085,262.73771757733664,964.867292306176,2498274.7942668004,-728706.9834328332,-4.148244315478067,15.232570836986408,2.206155933539723,74.76742916301359,2002.375,2003.0416666666667,Nanumea,WM,1,531341004990.36206,0.0,0.0
26,160,2497320.358432023,2497345.176140648,-729008.0292101506,-729083.0450825394,-97.23404777747581,-71.24599374222956,-3.022675200292304,0.33083276691564356,2497332.767286335,-729045.537146345,6819580.285407412,-1555245.0464567842,314.0903455541605,949.3930981578011,2498282.160384493,-728731.4468007908,-1.0972314149566456,18.305907526127964,0.879282824997996,71.69409247387205,2002.375,2003.0416666666667,Nanumea,WM,1,531452706652.8678,0.0,0.0
27,161,2497345.176140648,2497366.5135802682,-729083.0450825394,-729159.4304809335,-97.23241871200284,-71.24556799258578,-3.5798764871978053,0.27933924636119584,2497355.844860458,-729121.2377817365,8211104.231400225,-1426730.7373807845,269.03974966736456,963.1290739557818,2498318.9739344134,-728852.1980320691,2.3231413539368844,15.607134359488159,-1.1531688856607423,74.39286564051184,2002.375,2003.0416666666667,Nanumea,WM,1,531562086626.82825,0.0,0.0
28,162,2497366.5135802682,2497388.6439984716,-729159.4304809335,-729235.2432062326,-97.23072291306174,-71.24516588110372,-3.4257249276796053,0.2919090181234557,2497377.57878937,-729197.336843583,7826131.2886433,-1458204.373751521,280.21439610294624,959.9374418245499,2498337.5162311946,-728917.1224474801,2.364010801557555,16.273000950027868,-2.8552772675283666,73.72699904997214,2002.375,2003.0416666666667,Nanumea,WM,1,531673475059.2793,0.0,0.0
29,163,2497388.6439984716,2497406.3641022844,-729235.2432062326,-729312.4507840839,-97.22904888546297,-71.24475915384429,-4.3570612602898136,0.22951249483544883,2497397.5040503778,-729273.8469951582,10152040.069447216,-1302457.7787455833,223.69639029193263,974.65887620765,2498372.1629265854,-729050.1506048663,3.96983720506512,12.926233065664666,-1.2138730787517955,77.07376693433534,2002.375,2003.0416666666667,Nanumea,WM,1,531784039934.05316,0.0,0.0
30,164,2497406.3641022844,2497423.6450627223,-729312.4507840839,-729389.7908210014,-97.2272987250962,-71.24438341628284,-4.4754478314827475,0.22344132646691872,2497415.0045825033,-729351.1208025427,10447699.445768699,-1287376.842164843,218.06408835858832,975.9344513687063,2498390.939033872,-729133.0567141841,-0.05932025703820177,12.595352991069609,-1.8791203498889748,77.4046470089304,2002.375,2003.0416666666667,Nanumea,WM,1,531896650868.6868,0.0,0.0
31,165,2497423.6450627223,2497441.691752445,-729389.7908210014,-729466.8579711476,-97.2255412092031,-71.2440107674346,-4.270431382734501,0.23416838028191575,2497432.6684075836,-729428.3243960745,9935686.519038038,-1314248.0872202213,228.00061642622302,973.6609876693542,2498406.3293952527,-729200.3237796483,-1.7192905138272232,13.179388201982949,-0.03131575691062813,76.82061179801704,2002.375,2003.0416666666667,Nanumea,WM,1,532009466953.9042,0.0,0.0
32,166,2497441.691752445,2497458.8419221053,-729466.8579711476,-729544.1231849429,-97.22379776093283,-71.24363281047263,-4.505215710718493,0.22196495444621447,2497450.266837275,-729505.4905780453,10522046.688315338,-1283851.9252882672,216.69111521522694,976.2402166407514,2498426.507053916,-729288.7994628301,-0.31371193814803294,12.51476025024696,-0.16223538390129333,77.48523974975303,2002.375,2003.0416666666667,Nanumea,WM,1,532121896878.29846,0.0,0.0
33,167,2497458.8419221053,2497476.5087057743,-729544.1231849429,-729621.4862218662,-97.22204101584879,-71.24326139729372,-4.379010824644434,0.22836207537376843,2497467.67531394,-729582.8047034045,10206855.179695908,-1299909.7062169965,222.6308317668888,974.9028222067999,2498442.5781361465,-729360.1738716377,-1.048787110638202,12.8636015518449,-0.9989017384284141,77.1363984481551,2002.375,2003.0416666666667,Nanumea,WM,1,532234627673.6871,0.0,0.0
34,168,2497476.5087057743,2497493.3314307835,-729621.4862218662,-729698.831031828,-97.22028678575234,-71.24288554180227,-4.5976386060857095,0.21750295873110603,2497484.920068279,-729660.1586268471,10752872.927995954,-1272870.5181280174,212.53382317577032,977.1537105319155,2498462.073778811,-729447.6248036713,-2.7047272481605633,12.270882223270453,-2.1766308364502147,77.72911777672955,2002.375,2003.0416666666667,Nanumea,WM,1,532347513156.6049,0.0,0.0
35,169,2497493.3314307835,2497508.5080139027,-729698.831031828,-729775.6078814178,-97.21852512262392,-71.2425164667404,-5.0589021907539635,0.1976713449466717,2497500.919722343,-729737.2194566228,11904875.654736776,-1223421.585263688,193.919055163479,981.0175329954626,2498481.9372553383,-729543.3004014593,-3.238209701513621,11.181584725124956,-1.6005927313338644,78.81841527487505,2002.375,2003.0416666666667,Nanumea,WM,1,532460384009.2162,0.0,0.0
36,170,2497508.5080139027,2497519.7907052543,-729775.6078814178,-729854.2787746695,-97.21676210901921,-71.24216224787024,-6.972706316253243,0.1434163371643833,2497514.1493595783,-729814.9433280437,16684617.740843331,-1087999.274645415,141.96379509488503,989.8718507373858,2498504.0212103156,-729672.9795329488,-3.295463047625467,8.161498577347887,-4.334991001285806,81.83850142265212,2002.375,2003.0416666666667,Nanumea,WM,1,532572437858.69293,0.0,0.0
37,171,2497519.7907052543,2497533.006759707,-729854.2787746695,-729931.902431006,-97.21491542153181,-71.24183337038723,-5.873436479469008,0.17025807693597558,2497526.3987324806,-729893.0906028377,13939169.568149375,-1155117.1323478625,167.8427583674637,985.8137798101634,2498512.2125122906,-729725.2478444703,4.604427808351007,9.66241608917643,-1.8664587877008518,80.33758391082357,2002.375,2003.0416666666667,Nanumea,WM,1,532687268245.693,0.0,0.0
38,184,2497684.3300189907,2497705.4747421993,-730868.663817351,-730944.6233645012,-97.1912901075732,-71.23743876534309,-3.592364222540937,0.27836821047412724,2497694.902380595,-730906.6435909261,8241723.162544002,-1426185.5038769622,268.1718839759667,963.371081486662,2498658.273462082,-730638.4717069501,77.91558245892442,15.555512211621961,-0.2850310480256022,74.44448778837804,2002.375,2003.0416666666667,Nanumea,WM,1,534169003750.16003,0.0,0.0
39,185,2497705.4747421993,2497725.602186077,-730944.6233645012,-731021.1741019047,-97.18960474700286,-71.2370390764549,-3.803301495680002,0.26292945777132176,2497715.5384641383,-730982.898733203,8768582.344490636,-1387705.8909285837,254.28667429005276,967.1288886588511,2498682.667352797,-730728.6120589129,57.89370983432447,14.731321373511488,2.489245744868775,75.26867862648852,2002.375,2003.0416666666667,Nanumea,WM,1,534280042425.4725,0.0,0.0
